Name	Location	Subnet	OS	Data Center	Activation-key
cstvdevlvdkr53.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvdkr54.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvdkr55.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvdkr56.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvdkr57.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvglr51.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvglw51.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvgwn01.dmz.local	VCS	tvs-Non-SemiTrusted-cs-vlan555	7	CSNON	sta-reposet-el7-key
cstvdevlvorn51.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvsft51.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvvsb81.dev.local	VCS	tvs-Non-Trusted-cs-vlan14	7	CSNON	sta-reposet-el7-key
cstvdevlvvsb82.dev.local	VCS	tvs-Non-Restricted-cs-vlan414	7	CSNON	sta-reposet-el7-key
cstvdevlvvsb83.dev.local	VCS	tvs-Non-Restricted-cs-vlan414	7	CSNON	sta-reposet-el7-key
cstvdtslvorn51.dtd.tst.local	VCS	tvs-DTD-Trusted-cs-vlan46	7	CSNON	sta-reposet-el7-key
cstvmitlpapp51.dev.local	MITRE	mit-Non-Trusted-cs-vlan611	7	CSNON	sta-reposet-el7-key
cstvmitlpapp52	MITRE	mit-Non-Trusted-cs-vlan611	7	CSNON	sta-reposet-el7-key
cstvmitlpapp53.dev.local	MITRE	mit-Non-Trusted-cs-vlan611	8	CSNON	sta-reposet-el8-key
cstvmitlpapp54	MITRE	mit-Non-Trusted-cs-vlan611	7	CSNON	sta-reposet-el7-key
cstvmitlpapp55	MITRE	mit-Non-Trusted-cs-vlan611	7	CSNON	sta-reposet-el7-key
cstvmitlpapp56	MITRE	mit-Non-Trusted-cs-vlan611	7	CSNON	sta-reposet-el7-key
cstvprdlvftp01.dmz.local	VCS	tvs-Prd-SemiTrusted-cs-vlan75	7	CSPRD	sta-reposet-el7-key
cstvprdlvftp02.dmz.local	VCS	tvs-Prd-SemiTrusted-cs-vlan75	7	CSPRD	sta-reposet-el7-key
cstvprdlvorn51.cvp.cs	VCS	tvs-Prd-Trusted-cs-vlan4	7	CSPRD	sta-reposet-el7-key
cstvstglvorn51.cvp.cs	VCS	tvs-Prd-Trusted-cs-vlan4	7	CSPRD	sta-reposet-el7-key
cstvstslvorn51.std.tst.local	VCS		7	CSNON	sta-reposet-el7-key
cstvtsglvorn51.std.tst.local	VCS		7	CSNON	sta-reposet-el7-key
cstvutslvorn51.dtd.tst.local	VCS	tvs-DTD-Trusted-cs-vlan46	7	CSNON	sta-reposet-el7-key
d1ssnonlvcrs51.dev.local	INFRA	infra-Non-Trusted-cs-vlan250	7	CSNON	sta-reposet-el7-key
d1ssnonlvcrs52.dev.local	INFRA	infra-Non-Trusted-cs-vlan250	7	CSNON	sta-reposet-el7-key
d1ssprdlvcrs51.cvp.cs	INFRA	infra-Prd-Trusted-aj-vlan267	7	AJPRD	sta-reposet-el7-key
d1ssprdlvcrs52.cvp.cs	INFRA	infra-Prd-Trusted-aj-vlan267	7	AJPRD	sta-reposet-el7-key
d1ssprdlvslf51.cvp.cs	INFRA	infra-Prd-Trusted-d1-vLan270	7	AJPRD	sta-reposet-el7-key
